item_nr,condition,text,corr_ans,is_practice_trial
49,pseudoword,gäschephirmer,lalt,FALSE
50,word,Würstchen,ralt,FALSE
50,pseudoword,Bünktchen,lalt,FALSE
51,word,Zinnsoldat,ralt,FALSE
51,pseudoword,Perrsoldat,lalt,FALSE
52,word,absichtlichen,ralt,FALSE
52,pseudoword,anhangslichen,lalt,FALSE
53,word,addierst,ralt,FALSE
53,pseudoword,aifierst,lalt,FALSE
54,word,allwissend,ralt,FALSE
54,pseudoword,artkossend,lalt,FALSE
55,word,angegriffen,ralt,FALSE
55,pseudoword,angeträrken,lalt,FALSE
56,word,angezogen,ralt,FALSE
56,pseudoword,abbekägen,lalt,FALSE
57,word,ansehen,ralt,FALSE
57,pseudoword,abbeßen,lalt,FALSE
58,word,antaten,ralt,FALSE
58,pseudoword,abhiten,lalt,FALSE
59,word,armes,ralt,FALSE
59,pseudoword,alnes,lalt,FALSE
60,word,auf,ralt,FALSE
60,pseudoword,auz,lalt,FALSE
61,word,aufeinanderprallen,ralt,FALSE
61,pseudoword,auseinanterchinnen,lalt,FALSE
62,word,auffälliges,ralt,FALSE
62,pseudoword,aushürliges,lalt,FALSE
63,word,auflasen,ralt,FALSE
63,pseudoword,aussaden,lalt,FALSE
64,word,aufschrecken,ralt,FALSE
64,pseudoword,ausschwikken,lalt,FALSE
65,word,aufspielt,ralt,FALSE
65,pseudoword,aufgleilt,lalt,FALSE
66,word,aufwendig,ralt,FALSE
66,pseudoword,aufnendöl,lalt,FALSE
67,word,ausdenkt,ralt,FALSE
67,pseudoword,aufdergt,lalt,FALSE
68,word,baufälliges,ralt,FALSE
68,pseudoword,haukirliges,lalt,FALSE
69,word,befolgen,ralt,FALSE
69,pseudoword,benäugen,lalt,FALSE
70,word,behinderten,ralt,FALSE
70,pseudoword,vezönlerten,lalt,FALSE
71,word,beliebteren,ralt,FALSE
71,pseudoword,beseimgeren,lalt,FALSE
72,word,berauschten,ralt,FALSE
72,pseudoword,begeichsten,lalt,FALSE
73,word,beschämen,ralt,FALSE
73,pseudoword,besprofen,lalt,FALSE
74,word,bewachten,ralt,FALSE
74,pseudoword,behockten,lalt,FALSE
75,word,deinem,ralt,FALSE
75,pseudoword,Neimem,lalt,FALSE
76,word,doch,ralt,FALSE
76,pseudoword,dogt,lalt,FALSE
77,word,dunkle,ralt,FALSE
77,pseudoword,bumsge,lalt,FALSE
78,word,durchquerten,ralt,FALSE
78,pseudoword,Durchszelten,lalt,FALSE
79,word,einfachsten,ralt,FALSE
79,pseudoword,einpellsten,lalt,FALSE
80,word,eintreffe,ralt,FALSE
80,pseudoword,einspipfe,lalt,FALSE
81,word,endgültig,ralt,FALSE
81,pseudoword,emptöltig,lalt,FALSE
82,word,entgegenkommende,ralt,FALSE
82,pseudoword,itzgegerfonwende,lalt,FALSE
83,word,entschärft,ralt,FALSE
83,pseudoword,entschühmt,lalt,FALSE
84,word,ergiebigen,ralt,FALSE
84,pseudoword,erdaukegen,lalt,FALSE
85,word,erschrickt,ralt,FALSE
85,pseudoword,erschwillt,lalt,FALSE
86,word,erziehst,ralt,FALSE
86,pseudoword,erweihst,lalt,FALSE
87,word,ferneren,ralt,FALSE
87,pseudoword,Cermelen,lalt,FALSE
88,word,festzumachen,ralt,FALSE
88,pseudoword,Hahnzusachen,lalt,FALSE
89,word,fickst,ralt,FALSE
89,pseudoword,feckst,lalt,FALSE
90,word,fixiert,ralt,FALSE
90,pseudoword,riviert,lalt,FALSE
91,word,fortbleiben,ralt,FALSE
91,pseudoword,lollspeiben,lalt,FALSE
92,word,füttere,ralt,FALSE
92,pseudoword,räntere,lalt,FALSE
93,word,garstiges,ralt,FALSE
93,pseudoword,wafspiges,lalt,FALSE
94,word,gefallen,ralt,FALSE
94,pseudoword,werillen,lalt,FALSE
95,word,gesprochen,ralt,FALSE
95,pseudoword,peschüchen,lalt,FALSE
96,word,gleichwertig,ralt,FALSE
96,pseudoword,Klauchrertig,lalt,FALSE
97,word,haltmachen,ralt,FALSE
97,pseudoword,höfflachen,lalt,FALSE
98,word,hinlege,ralt,FALSE
98,pseudoword,horfege,lalt,FALSE
99,word,hört,ralt,FALSE
99,pseudoword,hößt,lalt,FALSE
100,word,interpretiert,ralt,FALSE
100,pseudoword,indergnetauts,lalt,FALSE
101,word,jahrelanges,ralt,FALSE
101,pseudoword,Jespelanges,lalt,FALSE
102,word,kaufte,ralt,FALSE
102,pseudoword,Sauste,lalt,FALSE
103,word,konsolidieren,ralt,FALSE
103,pseudoword,lenmalimieren,lalt,FALSE
104,word,kreiere,ralt,FALSE
104,pseudoword,greaade,lalt,FALSE
105,word,lateinamerikanischer,ralt,FALSE
105,pseudoword,seteinagelesenischem,lalt,FALSE
106,word,lebenslänglich,ralt,FALSE
106,pseudoword,lebensrorgtich,lalt,FALSE
107,word,lediglich,ralt,FALSE
107,pseudoword,ledighens,lalt,FALSE
108,word,letzten,ralt,FALSE
108,pseudoword,fitzten,lalt,FALSE
109,word,naturalistischen,ralt,FALSE
109,pseudoword,paxudotikrischen,lalt,FALSE
110,word,niedergezwungen,ralt,FALSE
110,pseudoword,quaserbesprugen,lalt,FALSE
111,word,niederzuhalten,ralt,FALSE
111,pseudoword,beiderzubinten,lalt,FALSE
112,word,offiziellem,ralt,FALSE
112,pseudoword,oßmiziivsem,lalt,FALSE
113,word,parfümiert,ralt,FALSE
113,pseudoword,Nonfümiert,lalt,FALSE
114,word,rasselt,ralt,FALSE
114,pseudoword,messelt,lalt,FALSE
115,word,reparierten,ralt,FALSE
115,pseudoword,nezolierten,lalt,FALSE
116,word,schlaksigen,ralt,FALSE
116,pseudoword,schwagrigen,lalt,FALSE
117,word,schwindelte,ralt,FALSE
117,pseudoword,schrordelte,lalt,FALSE
118,word,schönste,ralt,FALSE
118,pseudoword,schirste,lalt,FALSE
119,word,schüchternste,ralt,FALSE
119,pseudoword,Schöchteckste,lalt,FALSE
120,word,siegle,ralt,FALSE
120,pseudoword,seifle,lalt,FALSE
121,word,sogleich,ralt,FALSE
121,pseudoword,sopfeibt,lalt,FALSE
122,word,spuckten,ralt,FALSE
122,pseudoword,Spruntet,lalt,FALSE
123,word,strammen,ralt,FALSE
123,pseudoword,Sprommen,lalt,FALSE
124,word,sympathisierst,ralt,FALSE
124,pseudoword,nippakrisierst,lalt,FALSE
125,word,telepathischen,ralt,FALSE
125,pseudoword,Sevewoknischen,lalt,FALSE
126,word,undurchdringbar,ralt,FALSE
126,pseudoword,untrunkspahmbar,lalt,FALSE
127,word,ungesetzlich,ralt,FALSE
127,pseudoword,ungesegthent,lalt,FALSE
128,word,verantwortungsvollen,ralt,FALSE
128,pseudoword,veragsweugungsßillen,lalt,FALSE
129,word,vergeltet,ralt,FALSE
129,pseudoword,verligtet,lalt,FALSE
130,word,verkürzen,ralt,FALSE
130,pseudoword,vertolzen,lalt,FALSE
131,word,verschmutzen,ralt,FALSE
131,pseudoword,berschlußven,lalt,FALSE
132,word,versteigere,ralt,FALSE
132,pseudoword,berfrietere,lalt,FALSE
133,word,verzeichnet,ralt,FALSE
133,pseudoword,verteilsket,lalt,FALSE
134,word,verzieren,ralt,FALSE
134,pseudoword,verkauben,lalt,FALSE
135,word,vorschriftswidrig,ralt,FALSE
135,pseudoword,vorschrenntgadrig,lalt,FALSE
136,word,wahnsinnig,ralt,FALSE
136,pseudoword,wondrinnig,lalt,FALSE
137,word,wegkomme,ralt,FALSE
137,pseudoword,weutamme,lalt,FALSE
138,word,wissenschaftlicheren,ralt,FALSE
138,pseudoword,mempenschelllicheren,lalt,FALSE
139,word,wunderbaren,ralt,FALSE
139,pseudoword,Vuljerwagen,lalt,FALSE
140,word,wundersamer,ralt,FALSE
140,pseudoword,Austerbafer,lalt,FALSE
141,word,wunderschöne,ralt,FALSE
141,pseudoword,pulderstrüse,lalt,FALSE
142,word,zackiger,ralt,FALSE
142,pseudoword,zürgiger,lalt,FALSE
143,word,zerrinnen,ralt,FALSE
143,pseudoword,zerfanken,lalt,FALSE
144,word,zeugt,ralt,FALSE
144,pseudoword,zeggt,lalt,FALSE
145,word,zuflüstern,ralt,FALSE
145,pseudoword,umdröstern,lalt,FALSE
146,word,zurechtgebogen,ralt,FALSE
146,pseudoword,zunandsgewägen,lalt,FALSE
147,word,zurückgeschreckt,ralt,FALSE
147,pseudoword,zurichgeschrafst,lalt,FALSE
148,word,überbelegt,ralt,FALSE
148,pseudoword,iberfenerb,lalt,FALSE
149,word,überlebensgroße,ralt,FALSE
149,pseudoword,überlefätsglave,lalt,FALSE
150,word,überlisten,ralt,FALSE
150,pseudoword,otertesten,lalt,FALSE
