item_id,A_LMM,B_LMM,A_CLMM,B_CLMM
word_073,0.3067415346515143,3.437521028065193,-0.6844962239902224,-0.157638818352619
word_074,6.463658368054135,3.3559205520288033,0.7473505058503029,0.025320826041332234
word_075,4.771076935270149,3.126526468523807,0.19540904369144985,0.9399479881832633
word_076,1.8561626403418794,2.441648258348655,-0.9710034978946377,-1.3124644750270646
word_077,0.2900437721783735,3.00031543732956,-0.6321884396383701,-0.8319022165743408
word_078,2.300771219924939,1.277584943891779,0.47080755765090687,-0.0521952956905411
word_079,5.52160122026856,4.538890355878477,-0.09657855944798048,0.0018412221255151504
word_080,5.558276311650916,5.303753634305261,-0.17454514376061392,0.7096429270404709
word_081,-0.01846688257569884,0.40503222025388697,-2.259347181455914,-1.0777943235629825
word_082,1.7113328321980574,2.587689868915619,0.9916641062327121,0.4319332961502229
word_083,2.99861168446557,2.3741447359881676,0.06620329868212195,0.3157740827026506
word_084,3.5901471292913607,3.1415847314936887,-0.606222026474694,0.0876337144648055
word_085,5.364438529587089,5.383130278749194,1.0221722322939513,0.9234190165526469
word_086,0.6939590436611174,3.1494766775568985,-0.46904779160105164,-0.6350050436769328
word_087,4.436498361115668,3.4461250300270576,-1.120686352166373,-1.2268251263585437
word_088,3.685531613763153,2.6323239516647474,0.3672517748505211,0.680065295326889
word_089,-0.03512876950626964,1.4914540357249682,0.1110862378350832,0.7412115540149609
word_090,0.020668688222683862,2.9823408249081615,-0.78934997362209,-0.5260929069730076
word_091,0.040923918018934025,0.15482117860606603,-0.8662190536318324,-0.7141973539565287
word_092,3.833679896897705,4.2654897434927825,0.26435428901785807,0.10777318084317117
word_093,1.6549385484257781,1.405476209975726,-0.2500818420946117,-0.004457142339047426
word_094,-0.6340844618037074,2.2227951481582076,-1.9999933030359327,-2.3227786533892663
word_095,4.623641547091075,5.77327256629046,1.1415306851673037,0.9717322287792625
word_096,5.618319634362681,3.480300761125795,0.5539222772140168,1.1390007584745288
word_097,5.724987935563475,4.630836029928364,0.8477378308119482,1.087779709856058
word_098,6.74995839149949,5.334487667411002,0.6008548925479403,0.7575986174691576
word_099,4.268432511495799,1.3204365540881966,-0.26421991036517206,-0.3119210181922546
word_100,1.4109582141735677,1.2901141185059424,0.08316075526969774,0.5309157125093754
